text,label_bias
"Disgraced right-wing televangelist Jim Bakker has been promoting his product Silver Solution as a way to treat the deadly coronavirus, and attorneys general in different states are going after him with a vengeance for it.",Biased
Disney hasÂ been criticized in the past for its lack of LGBTQ characters in its programs.,Non-biased
Disneyâ€™s executives stopped advertising on Tucker Carlsonâ€™s television show as he repeatedly urged President Donald Trump to shut down their pipeline of H-1B visa workers into the white collar jobs that would otherwise go to Americans.,Non-biased
"Diversity Org Admits Gays, Minorities Hugely Overrepresented in UK Television",Biased
"Doctors say over-usage of the body in competitive, year-round sports programs is to blame for a rapid rise in major injuries among youth athletes nationwide.",Non-biased
"Dogging Bloombergâ€™s campaign are allegations that he made inappropriate comments toward women and that his company, Bloomberg LP, fostered a hostile environment for female employees.",Non-biased
"Donald Trump announced at the time that the Environmental Protection Agency would be led, at least temporarily, by Andrew Wheeler â€“ a former lobbyist for, among others, Murray Energy, one of the nationâ€™s largest coal companies and former chief counsel for Sen. James Inhofe (R-Okla.), one of the nationâ€™s preeminent climate deniers.",Non-biased
"Donald Trump appeared to make some important news via Twitter last night, announcing a dramatic new plan to use Immigration and Customs Enforcement (ICE) agents to remove â€œmillionsâ€ of people from American soil.",Biased
"Donald Trump became the first U.S. president to attend the annual March for Life in Washington on Friday, unleashing a fierce attack on his Democratic rivals during a rally in an election-year show of support for opponents of abortion rights.",Biased
"Donald Trump has spun a cult of personality around himself, aided by a wholly complicit Republican Party now under his complete control.",Non-biased
"Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation, and they went all in.",Biased
Donald Trump is calling on lawmakers to completely ban any and all Muslims from entering the U.S. in order to protect the homeland amid heightened national security concerns.,Biased
"Donald Trump is not an ideas man. This has been a defining feature of his presidency. Heâ€™s not a learned policy wonk, understanding the complex nuances of law and governance. He is, at his core, just a former game show host and a con man.",Biased
Donald Trump Loves the Iranian People So Much Heâ€™s Banned Them From the U.S.,Biased
Donald Trump signed an executive order for this deferral and said he had plans to eliminate the tax altogether.Â ,Non-biased
"Donald Trump used his mighty Twitter platform to drum up business for his golf course in Los Angeles on Sunday. U.S. deaths from COVID-19 neared 80,000, but the president didnâ€™t tweet about that.",Biased
"Donald Trump, by design, is a chaos monster who shovels crap out faster than people can process it.",Biased
"Donald Trump, by design, is a chaos monster who shovels crap out faster than people can process it.Â ",Biased
"Donald Trump, the latest political demagogue to employ the term as a rhetorical bludgeon against peaceful protesters, can look forward to sitting alongside Sen. Joseph McCarthy, former Alabama Gov. George Wallace, Chicago Mayor Richard J. Daley,Â who ordered police to attack political demonstrators at the 1968 Democratic convention, Richard NixonÂ and many foreign dictators in the annals of history â€”Â and if there is an afterlife, in the middle of the inferno.",Biased
"Donald Trump, who was pro-choice in the not-too-distant past and never fit the mold of a far-right culture-war crusader, has taken a keen interest in abortion rights lately.",Biased
"Donald Trumpâ€™s presidential campaign and many of his administrationâ€™s policies have played on the trope of threats posed by refugees, asylum seekers and other migrants.",Biased
"Donald Trumpâ€™s reelection strategy has been clear for some weeksâ€”destroy Americaâ€™s great cities, includingÂ deliberately refusing to provide the systems needed to fight COVID-19â€”then point to the damage heâ€™s done and blame â€œDemocrat mayors.â€Â ",Biased
"Donald Trumpâ€™s victory last November was not just a repudiation of the Democrat Party and Hillary Clinton. No, 2016 was a revolt against the entire Washington establishment, both on the left and the right. Donâ€™t forget, Trump blew away everyone in the Republican primary too, from accomplished governors to Jeb Bush (R) from Tea Party darlings to washed up Senators. Trump wiped the floor with them.",Biased
