,Text,Synthetic
1907,"Kotel is a city located in the northern Mediterranean, in Israel. It has an area of 3.2 square kilometers and its population was 7,000 at the time of its establishment in 1912",1
1908,"Have you ever heard of the ""Green Revolution""?  What it is? It’s a climate change movement that started in Europe and now spreads to other parts of the world.  The idea",1
1909,"The #EarthHour is a global calling for all to take part in the process of transforming our world from an economy based on fossil fuels and polluting the atmosphere, to one that fuels clean energy,",1
1910,"The #ParisAgreement is a good start, but we need more ambitious action on climate change.  https://t.co/2yHnFwjBzJ ->  https",1
1911,"If you must be in a group, put the person next to you. You are not part of the discussion on climate change because they make more sense than you do.  https://t.co",1
1912,Great news for the @antarctics! The Antartica Initiative has been awarded a $1.5 million grant from @GretaThunberg to help fight climate change in the,1
1913,"""The damage done by the effects of climate change is far beyond what we can manage to reverse. It's up to us as individuals, together with our government and key partners, to take bold action",1
1914,"A few weeks ago, I had the pleasure of hosting @lindscohen &amp; @lewisbrown for a discussion on climate change with my friend and colleague at @BBCWorld",1
1915,"Assange: ""I'm not a climate change skeptic""  https://t.co/jKpRw6U5Zm  https://t.co/XhE",1
1916,"@Mitch_Harper:  The plan to tackle climate change is a good one. But we should be vigilant about it, and make sure it is delivered in a way that makes sense for",1
1917,"In a bold move, the world's top climate researchers have declared that there is no ""additional scientific evidence"" to support their position on global warming.  https://t.co/wC",1
1918,It's #MarchFarewell!  Today I'm taking a look at what happens when climate change is combined with an over-extended natural gas industry to create the most concentrated fire in America,1
1919,Obama's climate change policy is a big win for conservation  https://t.co/MgKwYqb3a7  https://t.co/RkvZ9,1
1920,"The #UNREAL Climate Change Conference is here and the world of science can’t wait.  We are at the top of our games to protect, save &amp; restore nature,",1
1921,"The first #COP26 climate change summit in London has begun.  This morning, I met with @GretaThunberg and her team to discuss ways we can all work together to",1
1922,The UK is the first country to be granted a licence for climate change research by the EU - and we are proud of our progress.  https://t.co/C1Sx0m,1
1923,"The #ParisAgreement is a great step forward to tackle climate change, protect our natural heritage and restore nature.  🌳Learn more about how the European Union supports wildlife conservation:  https",1
1924,"Are you worried about climate change?  We know it’s real. It is happening now, and it will be here for decades to come if we don’t do something soon!",1
1925,"Quote:  The UN Climate Change Report 2018, released today, shows that the #COVID19 emergency has forced over 90% of countries to cut greenhouse gas emissions. This is a direct result of",1
1926,Change is a bitch but it's also an opportunity.  It's time to take action on climate change and we're going to do it!  #COP26 in Glasgow will be the start,1
1927,[Image: The Arctic is warming due to climate change]  https://t.co/wDmFjxW7BB ->  https://t.co/M9cX,1
1928,"Climate change is the greatest challenge of our time. We need to be bold and act now on a global scale. The #ParisAgreement is an important step in bringing about this fundamental transformation, which",1
1929,The #climate crisis is real.  We need to act now and cut carbon emissions in order to avoid the worst effects of climate change:  https://t.co/6w5Ug,1
1930,The Global Climate Change Convention will be held in Berlin from 8-12 November. The world’s leading politicians and leaders are gathering to help the global community establish a new agenda  https://t,1
1931,You're a little kid right?  You're not old enough to decide on your own what you want.  No one is telling you that climate change is real or that it's bad for your,1
1932,"The ""climate change"" deniers are now calling for a permanent military presence on Mars to combat climate change.  https://t.co/S1EzcV7ZqP ->",1
1933,"About 10,000 people turned out for a march in London today to demand action on climate change.  https://t.co/fB1ZiKRGKV ->  https://",1
1934,The government of Canada is taking a page out of the Trump playbook by banning all public comments on climate change.  https://t.co/lw8dV7q3Yc ->,1
1935,What? Two of the worst climate change deniers on Earth have a history of making money off fossil fuels.  What do they get out of it? They keep sucking up more and more energy in,1
1936,"There's a new ""green"" in the news: Large parts of California are running red. This is not good news for climate change mitigation or clean energy, but it does make me feel better about",1
1937,"When a man tells you that climate change is real and he also has sex with you, it's time to run for the hills.  https://t.co/9i3vZV",1
1938,"After a decade of climate change denial, Trump finally admitted it  https://t.co/y8XlWk0PcS  https://t.co/dD1U",1
1939,"The world’s greatest cities are better at fighting climate change than the least great cities, study finds  https://t.co/gKxIpCn1a5 #c",1
1940,You know what we can do? We can address climate change in a way that is not only affordable for everyone but also actionable.   The #ParisAgreement isn't just about the climate,1
1941,The #ParisAgreement is a historic step forward towards stopping the climate crisis.  But what if it doesn't work?  The answers are right here in this series on how to avoid disaster and,1
1942,"WHAT IS THE EYE OF A HOPE? The world needs hope.   When a child is born with the power to see, it will transform their life. Due to climate change and pand",1
1943,Permalink to this post:  https://t.co/6U8R7lkZ9F ->  https://t.co/Yr3bJpA1w,1
1944,"In my last post I wrote about the upcoming summit between President (and future Prime Minister) of India, @narendramodi and Chairman of The Climate Change Panel at #COP26.",1
1945,The US is on a collision course with climate change.  https://t.co/EW7UeN2zW1 ->  https://t.co/YX9yT,1
1946,# # #  The world's largest forest is being destroyed by climate change. Join us on @EarthHour to support the fight against environmental degradation and protect forests!  https://t.co/,1
1947,"The #COP26 summit is over, and the meeting was a failure.  The UK &amp; its EU partners failed to agree on common policy on climate change in the wake of what they",1
1948,"In the first #ClimateChange report of its kind, researchers at @UNICEF have predicted that by 2030 more than half of all global temperature changes will be caused by human-caused climate change",1
1949,"Facebook is cracking down on ads that promote climate change.  The Facebook filter will be removed from advertisements, posts and pages starting today, the company announced.  https://t.co/X3",1
1950,Tired of the same old arguments about climate change being caused by humans?  https://t.co/XoF9jKl7xu #climatechange #science @unice,1
1951,"The #2030Earth is about to undergo a radical change. The rapid pace of development will bring more people, species and environments into conflict with each other &amp; the climate crisis could become global",1
